0,FileTitle,Total return count,Total return count above 0.50,Return 1 count above 0.50,Return 2 count above 0.50,Return 3 count above 0.50,Return 4 count above 0.50,Return 5 count above 0.50,Return 6 count above 0.50,Return 7 count above 0.50,Return 8 count above 0.50,Return 9 count above 0.50,Other return count above 0.50,Elev minimum,Elev maximum,Elev mean,Elev mode,Elev stddev,Elev variance,Elev CV,Elev IQ,Elev skewness,Elev kurtosis,Elev AAD,Elev MAD median,Elev MAD mode,Elev L1,Elev L2,Elev L3,Elev L4,Elev L CV,Elev L skewness,Elev L kurtosis,Elev P01,Elev P05,Elev P10,Elev P20,Elev P25,Elev P30,Elev P40,Elev P50,Elev P60,Elev P70,Elev P75,Elev P80,Elev P90,Elev P95,Elev P99,Canopy relief ratio,Elev SQRT mean SQ,Elev CURT mean CUBE,Int minimum,Int maximum,Int mean,Int mode,Int stddev,Int variance,Int CV,Int IQ,Int skewness,Int kurtosis,Int AAD,Int L1,Int L2,Int L3,Int L4,Int L CV,Int L skewness,Int L kurtosis,Int P01,Int P05,Int P10,Int P20,Int P25,Int P30,Int P40,Int P50,Int P60,Int P70,Int P75,Int P80,Int P90,Int P95,Int P99,Profile area,miasto,gatunek,gatunek2,wiek_dok,klasa_w,rodzaj
1,01_fro_p_d,129543,110970,70032,33374,7001,548,15,0,0,0,0,0,0.510000,32.799999,15.707630,19.986507,6.333636,40.114945,0.403220,10.180000,-0.215129,2.123457,5.386609,4.980000,4.833492,15.707630,3.632978,-0.210975,0.153989,0.231287,-0.058072,0.042387,2.390000,4.910000,6.760000,9.460000,10.660000,11.810000,14.110000,16.410000,18.299999,20.030001,20.840000,21.700001,23.620001,24.990000,27.283125,0.470661,16.936476,17.874842,8.000000,165.000000,29.192007,12.984127,15.960180,254.727355,0.546731,19.000000,1.399040,5.266282,12.232856,29.192007,8.422667,2.222173,1.189220,0.288526,0.263832,0.141193,10.000000,12.000000,13.000000,16.000000,17.000000,19.000000,22.000000,25.000000,29.000000,34.000000,36.000000,40.000000,51.000000,62.000000,82.000000,48.702220,regietow,so,bk,77,4,porolny
2,02_fro_p_d,132261,108220,70654,30868,6156,528,14,0,0,0,0,0,0.510000,29.639999,12.947058,17.618095,6.626946,43.916412,0.511850,10.049999,-0.336286,2.064023,5.584758,4.750000,4.558095,12.947058,3.776369,-0.356350,0.145006,0.291678,-0.094363,0.038398,0.750000,1.510000,2.320000,6.030000,8.180000,9.670000,12.020000,14.100000,15.860000,17.459999,18.230000,19.020000,20.750000,22.209999,24.740000,0.426950,14.544494,15.574933,8.000000,137.000000,30.620153,14.142857,18.116155,328.195055,0.591642,21.000000,1.507703,5.457366,13.727852,30.620153,9.422904,2.750645,1.446956,0.307735,0.291911,0.153557,10.000000,12.000000,13.000000,16.000000,17.000000,19.000000,22.000000,26.000000,30.000000,35.000000,38.000000,42.000000,56.000000,68.000000,92.000000,42.275899,regietow,so,bk,77,4,porolny
3,03_zeb_l_d,119901,104566,67257,30627,6127,528,27,0,0,0,0,0,0.510000,34.720001,16.071278,17.343493,4.966039,24.661545,0.309001,6.560000,-0.300439,3.274600,3.930714,3.259999,3.236507,16.071278,2.779099,-0.162319,0.368287,0.172923,-0.058407,0.132520,2.260000,7.512500,9.570000,12.030000,12.960000,13.750000,15.120000,16.389999,17.650000,18.879999,19.520000,20.209999,21.920000,23.440001,27.340000,0.454875,16.821037,17.438645,8.000000,135.000000,33.305654,14.047619,18.487361,341.782508,0.555082,24.000000,1.090205,3.902272,14.733464,33.305654,10.030130,2.325137,1.052384,0.301154,0.231815,0.104922,10.000000,12.000000,14.000000,17.000000,19.000000,21.000000,24.000000,29.000000,34.000000,40.000000,43.000000,48.000000,61.000000,71.000000,89.000000,50.716316,regietow,bk,,77,4,lesny
4,04_zeb_p_d,132228,109107,72976,29829,5607,661,33,1,0,0,0,0,0.510000,30.200001,14.092331,15.119365,5.542131,30.715218,0.393273,7.830001,-0.178145,2.540437,4.507261,3.900000,3.869365,14.092331,3.153821,-0.137028,0.310280,0.223797,-0.043448,0.098382,1.610000,4.200000,6.370000,9.210000,10.290000,11.250000,12.930000,14.410000,15.860000,17.320000,18.120001,18.980000,21.070000,22.740000,25.600000,0.457472,15.142944,15.961962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.947946,regietow,bk,jd,87,5,lesny
5,05_zeb_p_d,160722,136249,88348,38760,8258,839,43,1,0,0,0,0,0.510000,29.990000,12.924837,15.483968,5.477373,30.001610,0.423787,8.000000,-0.229029,2.394067,4.501427,3.890000,3.746032,12.924837,3.120566,-0.200754,0.258593,0.241439,-0.064332,0.082867,1.250000,3.170000,4.810000,7.760000,9.000000,10.160000,12.010000,13.540000,14.910000,16.240000,17.000000,17.780001,19.600000,21.090000,24.100000,0.421127,14.037549,14.865106,8.000000,156.000000,33.937511,12.698413,19.754461,390.238712,0.582083,24.000000,1.415293,5.338618,15.121268,33.937511,10.414422,2.732233,1.474288,0.306871,0.262351,0.141562,10.000000,12.000000,14.000000,17.000000,19.000000,21.000000,25.000000,29.000000,34.000000,39.000000,43.000000,48.000000,61.000000,74.000000,100.000000,44.977330,regietow,bk,brz,72,4,porolny
6,06_rot_l_d,177553,134951,80053,42504,11003,1322,65,4,0,0,0,0,0.510000,28.049999,15.918999,17.995714,4.660160,21.717090,0.292742,5.719999,-0.953024,3.858640,3.622930,2.759998,2.655714,15.918999,2.543576,-0.455970,0.370191,0.159782,-0.179263,0.145539,1.400000,6.580000,9.590000,12.520000,13.510000,14.330000,15.660000,16.790001,17.790001,18.740000,19.230000,19.750000,21.020000,21.990000,23.445000,0.559513,16.587087,17.070968,8.000000,181.000000,36.542701,13.492063,23.065030,531.995626,0.631180,30.000000,1.269185,4.464171,18.217197,36.542701,12.285222,3.328376,1.390974,0.336188,0.270925,0.113223,10.000000,12.000000,14.000000,17.000000,19.000000,21.000000,25.000000,30.000000,36.000000,44.000000,49.000000,54.000000,70.000000,83.000000,108.000000,51.078796,regietow,bk,jd,92,5,lesny
7,07_rot_l_d,160692,116861,73461,33786,8370,1153,87,4,0,0,0,0,0.510000,29.230000,14.269808,15.097936,4.983909,24.839351,0.349263,6.700001,-0.297104,2.782632,3.992726,3.320000,3.297936,14.269808,2.815784,-0.180641,0.332432,0.197325,-0.064153,0.118060,2.120000,5.200000,7.360000,10.080000,11.070000,11.920000,13.410000,14.700000,15.870000,17.090000,17.770000,18.490000,20.420000,22.010000,24.493984,0.479102,15.115111,15.783931,8.000000,183.000000,32.763309,13.555556,19.401755,376.428094,0.592179,25.000000,1.429024,5.750857,15.055826,32.763309,10.256880,2.625169,1.255270,0.313060,0.255942,0.122383,10.000000,12.000000,13.000000,16.000000,18.000000,20.000000,23.000000,28.000000,33.000000,39.000000,43.000000,47.000000,58.000000,70.000000,98.000000,42.074198,regietow,bk,,122,7,lesny
8,08_rot_l_d,137328,96600,60168,28762,6822,802,44,2,0,0,0,0,0.510000,31.570000,16.390661,17.765555,4.886965,23.882426,0.298155,5.959999,-0.834425,3.671779,3.790255,2.880000,2.794444,16.390661,2.678045,-0.430539,0.407555,0.163388,-0.160766,0.152184,2.090000,6.470000,9.550000,12.850000,13.840000,14.690000,16.080000,17.240000,18.260000,19.280001,19.799999,20.340000,21.719999,22.830000,25.320000,0.511290,17.103683,17.630701,8.000000,166.000000,34.121501,15.523810,21.340062,455.398244,0.625414,27.000000,1.415392,5.182243,16.528194,34.121501,11.226974,3.135671,1.461102,0.329029,0.279298,0.130142,10.000000,12.000000,13.000000,16.000000,18.000000,20.000000,23.000000,28.000000,34.000000,40.000000,45.000000,49.000000,64.000000,77.000000,105.000000,45.409933,regietow,bk,,82,5,lesny
9,09_rot_l_d,125574,90195,59055,25438,5151,524,26,1,0,0,0,0,0.510000,34.169998,18.105033,20.278570,4.744568,22.510927,0.262058,5.730000,-0.861262,3.979997,3.656587,2.770000,2.678570,18.105033,2.588748,-0.410734,0.409240,0.142985,-0.158661,0.158084,3.620000,8.747002,11.710000,14.660000,15.630000,16.469999,17.799999,18.900000,19.920000,20.870001,21.360001,21.889999,23.230000,24.379999,26.840626,0.522728,18.716381,19.188672,8.000000,169.000000,32.381961,10.555556,18.646289,347.684082,0.575823,24.000000,1.317673,5.061243,14.549775,32.381961,9.937466,2.458030,1.199228,0.306883,0.247350,0.120677,10.000000,12.000000,13.000000,16.000000,18.000000,20.000000,23.000000,28.000000,33.000000,39.000000,42.000000,46.000000,57.000000,70.000000,93.000000,48.275589,regietow,bk,,82,5,lesny
10,10_skw_k_d,121520,88097,70574,15942,1528,53,0,0,0,0,0,0,0.510000,27.360001,14.745709,17.557619,5.500483,30.255312,0.373023,7.790001,-0.725215,2.638802,4.534604,3.299999,2.917619,14.745709,3.058068,-0.575684,0.261947,0.207387,-0.188251,0.085658,1.180000,3.820000,6.100000,9.520000,11.080000,12.510000,14.840000,16.290001,17.440001,18.400000,18.870001,19.389999,20.639999,21.549999,23.480000,0.530194,15.738199,16.416101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.309966,skwirtne,so,bk,67,4,porolny
11,11_skw_k_d,100757,70349,56808,12192,1281,66,2,0,0,0,0,0,0.510000,27.129999,15.823891,18.679206,5.939191,35.273990,0.375331,7.160001,-0.883699,2.889702,4.749698,3.150000,2.900794,15.823891,3.249435,-0.715167,0.373735,0.205350,-0.220090,0.115016,1.160000,3.260000,6.030000,10.340000,12.950000,14.430000,16.209999,17.480000,18.540001,19.559999,20.110001,20.680000,22.040001,23.059999,24.719999,0.575278,16.901746,17.599797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.224320,skwirtne,so,bk,67,4,porolny
12,12_rad_p_d,129177,100800,76947,21846,1941,63,3,0,0,0,0,0,0.510000,25.020000,10.774685,12.570476,4.041102,16.330503,0.375055,5.870000,-0.015385,2.577617,3.306966,2.930000,3.025000,10.774685,2.301458,-0.022648,0.214637,0.213599,-0.009841,0.093261,1.880000,4.090000,5.410000,7.110000,7.800000,8.480000,9.740000,10.880000,12.010000,13.100000,13.670000,14.310000,15.910000,17.299999,19.809999,0.418796,11.507571,12.114008,8.000000,123.000000,26.773155,13.476190,13.418472,180.055387,0.501191,16.000000,1.335287,5.033231,10.353570,26.773155,7.126023,1.802928,0.979050,0.266163,0.253006,0.137391,10.000000,12.000000,13.000000,16.000000,17.000000,18.000000,21.000000,23.000000,27.000000,31.000000,33.000000,36.000000,46.000000,54.000000,70.000000,42.148358,radocyna,bk,les,,,porolny
13,13_rad_p_d,129240,94225,72871,19483,1808,62,1,0,0,0,0,0,0.510000,19.709999,8.829990,9.957619,3.688986,13.608620,0.417779,5.730000,-0.023842,2.250741,3.090084,2.860001,2.852382,8.829990,2.115984,-0.021053,0.131126,0.239636,-0.009950,0.061970,1.240000,2.790000,3.860000,5.330000,5.930000,6.520000,7.780000,8.950000,10.050000,11.120000,11.660000,12.230000,13.640000,14.670000,16.469999,0.433333,9.569597,10.156710,8.000000,125.000000,23.724415,13.571429,11.431542,130.680155,0.481847,12.000000,1.726495,7.347510,8.434830,23.724415,5.877320,1.610419,1.005246,0.247733,0.274006,0.171038,10.000000,11.000000,13.000000,15.000000,16.000000,17.000000,19.000000,21.000000,23.000000,26.000000,28.000000,31.000000,38.000000,47.000000,64.000000,38.774666,radocyna,bk,les,,,porolny
14,14_rad_p_d,121193,83641,66441,15976,1185,39,0,0,0,0,0,0,0.510000,28.510000,10.088205,10.287778,4.889922,23.911341,0.484717,6.690000,0.503379,2.980197,3.924926,3.329999,3.407778,10.088205,2.750758,0.255059,0.310182,0.272671,0.092723,0.112762,1.100000,2.830000,4.110000,5.790000,6.470000,7.100000,8.380000,9.690000,10.970000,12.330000,13.160000,14.040000,16.709999,19.190001,23.059999,0.342079,11.210840,12.185115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.025783,radocyna,bk,les,,,porolny
15,15_rad_p_d,132392,92944,73625,17794,1491,34,0,0,0,0,0,0,0.510000,20.129999,7.946907,6.115714,3.237738,10.482950,0.407421,4.750000,0.132545,2.541697,2.673542,2.360000,2.504286,7.946907,1.844949,0.051298,0.158380,0.232159,0.027805,0.085845,1.094300,2.730000,3.890000,5.130000,5.610000,6.020000,6.820000,7.740000,8.780000,9.840000,10.360000,10.910000,12.230000,13.270000,15.360000,0.379047,8.581152,9.110932,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.413046,radocyna,bk,les,,,porolny
16,16_rad_p_d,111258,76193,59773,15228,1165,27,0,0,0,0,0,0,0.510000,27.020000,8.697167,7.242699,3.617433,13.085820,0.415932,4.970000,0.381390,3.166032,2.904668,2.480000,2.572698,8.697167,2.036870,0.117158,0.231115,0.234199,0.057519,0.113466,1.380000,3.140000,4.160000,5.550000,6.100000,6.600000,7.550000,8.480000,9.480000,10.500000,11.070000,11.700000,13.390000,14.840000,18.200001,0.308833,9.419467,10.057459,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.129120,radocyna,bk,les,,,porolny
17,17_liw_p_d,139124,84184,64032,18062,1993,95,2,0,0,0,0,0,0.510000,27.610001,11.509847,7.392540,6.260083,39.188634,0.543889,10.050001,0.235443,2.066734,5.324367,4.880000,4.817460,11.509847,3.594321,0.222688,0.140645,0.312282,0.061955,0.039130,0.740000,2.100000,3.520000,5.640000,6.490000,7.300000,8.960000,10.790000,13.010000,15.300000,16.540001,17.770000,20.469999,22.240000,24.400000,0.405898,13.102089,14.318696,8.000000,132.000000,21.318540,11.936508,10.177425,103.579987,0.477398,12.000000,1.871418,8.889031,7.540344,21.318540,5.195197,1.492032,0.836958,0.243694,0.287194,0.161102,10.000000,11.000000,12.000000,13.000000,14.000000,15.000000,17.000000,19.000000,21.000000,24.000000,26.000000,28.000000,34.000000,41.000000,56.000000,28.228763,lipne,bk,kl,75,4,porolny
18,18_lip_p_m,24571,14991,10833,3661,459,37,1,0,0,0,0,0,0.510000,29.520000,16.460898,18.468572,5.052973,25.532533,0.306968,6.315000,-0.677569,3.484639,3.952403,3.119999,3.148572,16.460898,2.799414,-0.343209,0.398317,0.170064,-0.122600,0.142286,1.439000,6.700000,9.680000,12.690000,13.675000,14.470000,15.820000,17.090000,18.270000,19.389999,19.990000,20.680000,22.299999,23.620001,26.030001,0.549841,17.218943,17.793556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.728588,lipne,md,,60,3,porolny
19,19_lip_p_m,31746,22085,14255,6444,1275,105,6,0,0,0,0,0,0.510000,29.129999,17.013360,19.589999,4.738206,22.450593,0.278499,5.599999,-1.186682,4.192738,3.659340,2.530001,2.319999,17.013360,2.532473,-0.611853,0.387234,0.148852,-0.241603,0.152907,2.266800,6.700000,10.423999,13.700000,14.790000,15.710000,17.110001,18.270000,19.170000,19.959999,20.389999,20.781994,21.760000,22.510000,23.950001,0.576637,17.660804,18.114686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.119046,lipne,bk,,70,4,porolny
20,20_lip_p_m,25566,14855,11034,3402,392,25,2,0,0,0,0,0,0.510000,30.020000,18.401421,19.246508,4.966706,24.668171,0.269909,5.309999,-1.205462,5.084881,3.653258,2.629999,2.606509,18.401421,2.635147,-0.484641,0.516491,0.143203,-0.183914,0.196001,0.820000,8.140000,12.350000,15.358001,16.320000,17.080000,18.129999,19.139999,20.120001,21.129999,21.629999,22.219999,23.719999,24.850000,26.884600,0.606283,19.059874,19.526333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.599177,lipne,md,,60,3,porolny
21,21_lip_p_m,35361,27539,20170,6339,958,72,0,0,0,0,0,0,0.510000,33.090000,13.511456,3.095714,9.295765,86.411250,0.687991,18.404999,0.101402,1.510406,8.405459,9.730000,11.074286,13.511456,5.295156,0.261174,-0.409586,0.391901,0.049323,-0.077351,0.810000,1.670000,2.370000,3.300000,3.735000,4.250000,8.862001,14.170000,17.540001,20.709999,22.139999,23.510000,25.950001,27.420000,29.570000,0.399062,16.400230,18.222130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.974202,lipne,jd,,70,4,porolny
22,22_lip_p_m,42493,32698,22043,8965,1565,121,4,0,0,0,0,0,0.510000,25.250000,17.285878,18.181429,3.864908,14.937515,0.223588,4.040001,-1.382222,5.234655,2.853818,1.949999,1.928572,17.285878,2.027646,-0.484167,0.387605,0.117301,-0.238783,0.191160,4.010000,8.960000,12.050000,15.070000,15.830000,16.450001,17.330000,18.110001,18.790001,19.520000,19.870001,20.240000,21.209999,21.911503,23.020000,0.678087,17.712669,18.028603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.048263,lipne,bk,,70,4,porolny
23,23_cza_p_d,137958,88281,69305,17106,1782,85,3,0,0,0,0,0,0.510000,26.559999,12.238249,0.510000,7.338317,53.850898,0.599622,14.600000,-0.293294,1.658648,6.470851,5.630000,13.530000,12.238249,4.171360,-0.358781,-0.159690,0.340846,-0.086011,-0.038283,0.570000,0.930000,1.570000,2.740000,3.910000,6.690000,11.400000,14.040000,16.110001,17.780001,18.510000,19.260000,20.879999,21.969999,23.750000,0.450221,14.269724,15.458684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,32.692622,czarne,so,les,75,4,porolny
24,24_cza_p_d,106050,69297,54065,13792,1380,59,1,0,0,0,0,0,0.510000,26.719999,14.243836,0.510000,6.173992,38.118179,0.433450,7.209999,-0.883348,2.933838,4.872269,3.419999,15.200000,14.243836,3.372096,-0.703177,0.399196,0.236741,-0.208528,0.118382,0.540000,0.810000,2.240000,9.960000,11.520000,12.630000,14.350000,15.710000,16.969999,18.150000,18.730000,19.320000,20.750000,21.820000,23.750000,0.523992,15.524319,16.274964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.034962,czarne,so,les,75,4,porolny
25,25_cza_p_d,134834,89995,71064,17218,1640,73,0,0,0,0,0,0,0.510000,25.629999,15.391645,0.510000,5.779739,33.405380,0.375511,6.410001,-1.189295,3.748410,4.444165,2.920000,16.480000,15.391645,3.068316,-0.806057,0.470476,0.199349,-0.262703,0.153334,0.540000,0.810000,6.020000,11.758008,13.030000,14.110000,15.800000,16.990000,18.020000,18.969999,19.440001,19.930000,21.100000,21.950001,23.360001,0.592422,16.441038,17.053090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,43.709958,czarne,so,les,75,4,porolny
26,26_cza_p_m,34473,22020,17583,4051,372,14,0,0,0,0,0,0,0.510000,25.889999,13.153225,0.510000,7.379885,54.462702,0.561070,14.732500,-0.495208,1.757787,6.450341,4.590000,15.120000,13.153225,4.121937,-0.615868,-0.089270,0.313378,-0.149412,-0.021657,0.600000,1.120000,1.870000,3.190000,4.407500,8.960000,13.680000,15.630000,17.280001,18.530001,19.139999,19.760000,21.240995,22.209999,23.708105,0.498157,15.082027,16.166943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.063959,czarne,so,les,75,4,porolny
27,27_czn_l_d,148342,92406,65101,23556,3541,202,6,0,0,0,0,0,0.510000,32.169998,16.247885,18.098888,5.520809,30.479328,0.339786,6.560001,-0.803997,3.373862,4.298456,3.100000,2.988888,16.247885,3.029229,-0.515511,0.457288,0.186438,-0.170179,0.150959,1.220000,4.520000,8.030000,12.130000,13.480000,14.510000,16.070000,17.340000,18.430000,19.500000,20.040001,20.610001,22.209999,23.570000,26.240000,0.497091,17.160209,17.799952,8.000000,123.000000,24.264236,11.650794,12.840184,164.870333,0.529181,15.000000,1.507826,5.773430,9.850158,24.264236,6.705526,1.908585,0.926720,0.276354,0.284629,0.138202,10.000000,11.000000,12.000000,14.000000,15.000000,16.000000,18.000000,21.000000,24.000000,28.000000,30.000000,33.000000,42.000000,50.000000,67.000000,38.606064,czarne,bk,jd,115,6,lesny
28,28_czn_l_d,153101,100594,74558,22938,2906,189,3,0,0,0,0,0,0.510000,32.990002,16.984730,18.554445,5.730699,32.840907,0.337403,7.120000,-0.683828,3.340067,4.468204,3.510000,3.455555,16.984730,3.173428,-0.415119,0.458292,0.186840,-0.130811,0.144416,1.310000,5.100000,9.260000,12.700000,13.880000,14.850000,16.410000,17.750000,18.980000,20.299999,21.000000,21.780001,23.600000,24.980000,27.629999,0.507227,17.925447,18.609226,8.000000,146.000000,24.009156,18.952381,11.809728,139.469671,0.491884,15.000000,1.415926,5.975312,9.149751,24.009156,6.263731,1.530616,0.764651,0.260889,0.244362,0.122076,10.000000,11.000000,12.000000,14.000000,15.000000,16.000000,18.000000,21.000000,24.000000,28.000000,30.000000,33.000000,40.000000,47.000000,63.000000,40.472863,czarne,bk,jd,115,6,lesny
29,29_czn_l_d,123694,88006,69015,17351,1559,78,3,0,0,0,0,0,0.510000,34.959999,13.813956,12.540158,6.226825,38.773345,0.450763,8.760000,0.307789,2.609318,5.050620,4.350000,4.319842,13.813956,3.536651,0.226701,0.348305,0.256020,0.064101,0.098484,1.610000,4.300000,5.920000,8.260000,9.240000,10.130000,11.800000,13.330000,14.930000,16.900000,18.000000,19.240000,22.590000,24.840000,28.680000,0.386182,15.152501,16.282963,8.000000,106.000000,23.745529,12.666667,10.721296,114.946198,0.451508,15.000000,1.271625,5.474822,8.362666,23.745529,5.762195,1.209985,0.674972,0.242664,0.209987,0.117138,10.000000,11.000000,12.000000,14.000000,15.000000,17.000000,19.000000,22.000000,24.000000,28.000000,30.000000,32.000000,38.000000,44.000000,58.000000,34.164160,czarne,jd,bk,115,6,lesny
30,30_czn_l_d,92387,72674,56468,14894,1248,63,1,0,0,0,0,0,0.520000,31.820000,16.287261,16.418413,5.871017,34.468843,0.360467,8.420000,-0.238635,2.527079,4.788450,4.195000,4.211586,16.287261,3.342507,-0.171828,0.312085,0.205222,-0.051407,0.093369,2.680000,5.740000,8.190000,11.180000,12.230000,13.230000,15.040000,16.625000,18.160000,19.780001,20.650000,21.629999,23.790001,25.219999,27.840000,0.503746,17.313095,18.127176,8.000000,109.000000,25.365027,14.412698,11.212490,125.719931,0.442045,15.000000,1.161415,5.331754,8.791013,25.365027,6.083986,1.075371,0.683721,0.239857,0.176754,0.112380,10.000000,11.000000,13.000000,15.000000,17.000000,18.000000,21.000000,24.000000,27.000000,30.000000,32.000000,34.000000,40.000000,45.000000,62.000000,45.567558,czarne,jd,bk,115,6,lesny
31,31_dlu_p_d,126472,67690,54388,12100,1160,41,1,0,0,0,0,0,0.510000,27.190001,15.225917,18.296667,4.576924,20.948231,0.300601,5.469999,-1.047549,3.664114,3.577403,2.449999,2.326667,15.225917,2.469898,-0.570762,0.356469,0.162217,-0.231087,0.144325,2.120000,5.300000,8.280000,11.837998,13.020000,13.970000,15.385997,16.430000,17.320000,18.100000,18.490000,18.870001,19.840000,20.580000,22.209999,0.551571,15.898946,16.369297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),0.000000,-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,-nan(ind),-nan(ind),-nan(ind),0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.735623,dlugie,bk,,70,4,porolny
